J,,0,Ј,0,,0,Ꭻ,0,,0,,0,,0,,0,,0,ᴊ,4,ᴶ,4,,4,,4,,4,ℐ,4,,0,ꭻ,4,Ｊ,4,,4,,4,🄙,6,🄹,6,🅙,6,🅹,6,𝐉,4,𝐽,4,𝑱,4,𝒥,4,𝓙,4,𝔍,4,𝕁,4,𝕵,4,𝖩,4,𝗝,4,𝘑,4,𝙅,4,𝙹,4
K,Κ,0,,0,,0,,0,,0,,0,,0,,0,,0,ᴋ,4,ᴷ,4,,4,,4,,4,,4,,0,ꮶ,4,Ｋ,4,𐊋,4,,4,🄚,6,🄺,6,🅚,6,🅺,6,𝐊,4,𝐾,4,𝑲,4,𝒦,4,𝓚,4,𝔎,4,𝕂,4,𝕶,4,𝖪,4,𝗞,4,𝘒,4,𝙆,4,𝙺,4
L,,0,,0,Լ,0,,0,,0,,0,ꓡ,0,𑫎,0,𖼖,0,ᴌ,4,ᴸ,4,ᶫ,4,,4,,4,ℒ,4,Ⅼ,0,,4,Ｌ,4,,4,,4,🄛,6,🄻,6,🅛,6,🅻,6,𝐋,4,𝐿,4,𝑳,4,,4,𝓛,4,𝔏,4,𝕃,4,𝕷,4,𝖫,4,𝗟,4,𝘓,4,𝙇,4,𝙻,4
M,Μ,0,М,0,,0,,0,,0,,0,ꓟ,0,,0,,0,ᴍ,4,ᴹ,4,,4,,4,,4,ℳ,4,Ⅿ,0,,4,Ｍ,4,,4,𐊰,4,🄜,6,🄼,6,🅜,6,🅼,6,𝐌,4,𝑀,4,𝑴,4,,4,𝓜,4,𝔐,4,𝕄,4,𝕸,4,𝖬,4,𝗠,4,𝘔,4,𝙈,4,𝙼,4
N,Ν,0,,0,,0,,0,,0,,0,ꓠ,0,,0,,0,,4,ᴺ,4,ᶰ,4,,4,,4,ℕ,4,,0,ꮇ,4,Ｎ,4,,4,𐊪,4,🄝,6,🄽,6,🅝,6,🅽,6,𝐍,4,𝑁,4,𝑵,4,𝒩,4,𝓝,4,𝔑,4,,4,𝕹,4,𝖭,4,𝗡,4,𝘕,4,𝙉,4,𝙽,4
O,Ο,0,О,0,Օ,0,,0,,0,,0,ꓳ,0,𑫤,0,,0,,4,ᴼ,4,,4,,4,,4,,4,,0,,4,Ｏ,4,𐊒,4,𐊫,4,🄞,6,🄾,6,🅞,6,🅾,6,𝐎,4,𝑂,4,𝑶,4,𝒪,4,𝓞,4,𝔒,4,𝕆,4,𝕺,4,𝖮,4,𝗢,4,𝘖,4,𝙊,4,𝙾,4
P,Ρ,0,Р,0,,0,,0,,0,,0,ꓑ,0,𑫢,0,,0,ᴘ,4,ᴾ,4,,4,,4,,4,ℙ,4,,0,ꮲ,4,Ｐ,4,𐊕,4,,4,🄟,6,🄿,6,🅟,6,🅿,6,𝐏,4,𝑃,4,𝑷,4,𝒫,4,𝓟,4,𝔓,4,,4,𝕻,4,𝖯,4,𝗣,4,𝘗,4,𝙋,4,𝙿,4
Q,,0,Ԛ,0,,0,,0,,0,,0,,0,,0,,0,,4,,4,,4,,4,,4,ℚ,4,,0,,4,Ｑ,4,,4,,4,🄠,6,🅀,6,🅠,6,🆀,6,𝐐,4,𝑄,4,𝑸,4,𝒬,4,𝓠,4,𝔔,4,,4,𝕼,4,𝖰,4,𝗤,4,𝘘,4,𝙌,4,𝚀,4
R,,0,,0,,0,,0,,0,,0,ꓣ,0,,0,𖼵,0,,4,ᴿ,4,,4,,4,,4,ℝ,4,,0,,4,Ｒ,4,,4,,4,🄡,6,🅁,6,🅡,6,🆁,6,𝐑,4,𝑅,4,𝑹,4,,4,𝓡,4,,4,,4,𝕽,4,𝖱,4,𝗥,4,𝘙,4,𝙍,4,𝚁,4
S,,0,Ѕ,0,Տ,0,,0,,0,,0,ꓢ,0,,0,,0,,4,ᵀ,4,,4,,4,,4,,4,,0,ꮪ,4,Ｓ,4,𐊖,4,,4,🄢,6,🅂,6,🅢,6,🆂,6,𝐒,4,𝑆,4,𝑺,4,𝒮,4,𝓢,4,𝔖,4,𝕊,4,𝕾,4,𝖲,4,𝗦,4,𝘚,4,𝙎,4,𝚂,4
T,Τ,0,Т,0,,0,Ꭲ,0,,0,,0,,0,𑫝,0,𖼊,0,,4,ᵁ,4,ᶸ,4,,4,,4,,4,,0,ꭲ,4,Ｔ,4,𐊗,4,𐊱,4,🄣,6,🅃,6,🅣,6,🆃,6,𝐓,4,𝑇,4,𝑻,4,𝒯,4,𝓣,4,𝔗,4,𝕋,4,𝕿,4,𝖳,4,𝗧,4,𝘛,4,𝙏,4,𝚃,4
U,,0,,0,,0,,0,,0,,0,ꓴ,0,,0,𖽂,0,,4,,4,,4,,4,,4,,4,,0,,4,Ｕ,4,,4,,4,🄤,6,🅄,6,🅤,6,🆄,6,𝐔,4,𝑈,4,𝑼,4,𝒰,4,𝓤,4,𝔘,4,𝕌,4,𝖀,4,𝖴,4,𝗨,4,𝘜,4,𝙐,4,𝚄,4
V,,0,,0,,0,,0,,0,,0,,0,𑫟,0,𖼈,0,ᴠ,4,ᵂ,4,,4,,4,,4,,4,,0,ꮩ,4,Ｖ,4,,4,,4,🄥,6,🅅,6,🅥,6,🆅,6,𝐕,4,𝑉,4,𝑽,4,𝒱,4,𝓥,4,𝔙,4,𝕍,4,𝖁,4,𝖵,4,𝗩,4,𝘝,4,𝙑,4,𝚅,4
W,,0,Ԝ,0,,0,Ꮃ,0,,0,,0,,0,,0,,0,ᴡ,4,,4,,4,,4,,4,,4,,0,ꮃ,4,Ｗ,4,,4,,4,🄦,6,🅆,6,🅦,6,🆆,6,𝐖,4,𝑊,4,𝑾,4,𝒲,4,𝓦,4,𝔚,4,𝕎,4,𝖂,4,𝖶,4,𝗪,4,𝘞,4,𝙒,4,𝚆,4
X,Χ,0,Х,0,,0,,0,,0,ⵝ,0,,0,,0,,0,,4,,4,,4,,4,,4,,4,,0,,4,Ｘ,4,𐊐,4,,4,🄧,6,🅇,6,🅧,6,🆇,6,𝐗,4,𝑋,4,𝑿,4,𝒳,4,𝓧,4,𝔛,4,𝕏,4,𝖃,4,𝖷,4,𝗫,4,𝘟,4,𝙓,4,𝚇,4
Y,,0,,0,,0,,0,,0,,0,,0,,0,𖽃,0,,4,,4,,4,,4,,4,,4,,0,,4,Ｙ,4,,4,𐊲,4,🄨,6,🅈,6,🅨,6,🆈,6,𝐘,4,𝑌,4,𝒀,4,𝒴,4,𝓨,4,𝔜,4,𝕐,4,𝖄,4,𝖸,4,𝗬,4,𝘠,4,𝙔,4,𝚈,4
Z,Ζ,0,,0,,0,Ꮓ,0,,0,,0,,0,𑫑,0,,0,ᴢ,4,,4,,4,,4,,4,ℤ,4,,0,,4,Ｚ,4,,4,,4,🄩,6,🅉,6,🅩,6,🆉,6,𝐙,4,𝑍,4,𝒁,4,𝒵,4,𝓩,4,,4,,4,𝖅,4,𝖹,4,𝗭,4,𝘡,4,𝙕,4,𝚉,4
a,,0,а,0,,0,,0,,0,,0,,0,,0,,0,,4,ᵃ,4,,4,ₐ,4,,4,,4,,0,,4,ａ,4,,4,,4,,6,,6,,6,,6,𝐚,4,𝑎,4,𝒂,4,𝒶,4,𝓪,4,𝔞,4,𝕒,4,𝖆,4,𝖺,4,𝗮,4,𝘢,4,𝙖,4,𝚊,4
b,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,ᵇ,4,,4,,4,,4,,4,,0,,4,ｂ,4,,4,,4,,6,,6,,6,,6,𝐛,4,𝑏,4,𝒃,4,𝒷,4,𝓫,4,𝔟,4,𝕓,4,𝖇,4,𝖻,4,𝗯,4,𝘣,4,𝙗,4,𝚋,4
c,ϲ,0,с,0,,0,,0,,0,,0,,0,,0,,0,,4,,4,ᶜ,4,,4,,4,,4,ⅽ,0,,4,ｃ,4,,4,,4,,6,,6,,6,,6,𝐜,4,𝑐,4,𝒄,4,𝒸,4,𝓬,4,𝔠,4,𝕔,4,𝖈,4,𝖼,4,𝗰,4,𝘤,4,𝙘,4,𝚌,4
d,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,ᵈ,4,,4,,4,,4,ⅆ,4,ⅾ,0,,4,ｄ,4,,4,,4,,6,,6,,6,,6,𝐝,4,𝑑,4,𝒅,4,𝒹,4,𝓭,4,𝔡,4,𝕕,4,𝖉,4,𝖽,4,𝗱,4,𝘥,4,𝙙,4,𝚍,4
e,,0,е,0,,0,,0,,0,,0,,0,,0,,0,,4,ᵉ,4,,4,ₑ,4,,4,ⅇ,4,,0,,4,ｅ,4,,4,,4,,6,,6,,6,,6,𝐞,4,𝑒,4,𝒆,4,,4,𝓮,4,𝔢,4,𝕖,4,𝖊,4,𝖾,4,𝗲,4,𝘦,4,𝙚,4,𝚎,4
f,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,,4,ᶠ,4,,4,,4,,4,,0,,4,ｆ,4,,4,,4,,6,,6,,6,,6,𝐟,4,𝑓,4,𝒇,4,𝒻,4,𝓯,4,𝔣,4,𝕗,4,𝖋,4,𝖿,4,𝗳,4,𝘧,4,𝙛,4,𝚏,4
g,,0,,0,ց,0,,0,,0,,0,,0,,0,,0,,4,,4,ᶢ,4,,4,,4,,4,,0,,4,ｇ,4,,4,,4,,6,,6,,6,,6,𝐠,4,𝑔,4,𝒈,4,,4,𝓰,4,𝔤,4,𝕘,4,𝖌,4,𝗀,4,𝗴,4,𝘨,4,𝙜,4,𝚐,4
h,,0,,0,,0,Ꮒ,2,,0,,0,,0,,0,,0,,4,,4,,4,ₕ,4,,4,,4,,0,,4,ｈ,4,,4,,4,,6,,6,,6,,6,𝐡,4,,4,𝒉,4,𝒽,4,𝓱,4,𝔥,4,𝕙,4,𝖍,4,𝗁,4,𝗵,4,𝘩,4,𝙝,4,𝚑,4
i,,0,і,1,,0,Ꭵ,0,,0,,0,,0,,0,,0,ᵢ,4,,4,ᶤ,4,,4,,4,ⅈ,4,ⅰ,0,ꭵ,4,ｉ,4,,4,,4,,6,,6,,6,,6,𝐢,4,𝑖,4,𝒊,4,𝒾,4,𝓲,4,𝔦,4,𝕚,4,𝖎,4,𝗂,4,𝗶,4,𝘪,4,𝙞,4,𝚒,4
j,ϳ,0,ј,0,,0,,0,,0,,0,,0,,0,,0,,4,,4,,4,,4,,4,ⅉ,4,,0,,4,ｊ,4,,4,,4,,6,,6,,6,,6,𝐣,4,𝑗,4,𝒋,4,𝒿,4,𝓳,4,𝔧,4,𝕛,4,𝖏,4,𝗃,4,𝗷,4,𝘫,4,𝙟,4,𝚓,4
k,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,,4,,4,ₖ,4,,4,,4,,0,,4,ｋ,4,,4,,4,,6,,6,,6,,6,𝐤,4,𝑘,4,𝒌,4,𝓀,4,𝓴,4,𝔨,4,𝕜,4,𝖐,4,𝗄,4,𝗸,4,𝘬,4,𝙠,4,𝚔,4
l,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,,4,,4,ₗ,4,,4,,4,ⅼ,0,,4,ｌ,4,,4,,4,,6,,6,,6,,6,𝐥,4,𝑙,4,𝒍,4,,4,𝓵,4,𝔩,4,𝕝,4,𝖑,4,𝗅,4,𝗹,4,𝘭,4,𝙡,4,𝚕,4
m,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,,4,,4,ₘ,4,,4,,4,ⅿ,0,,4,ｍ,4,,4,,4,,6,,6,,6,,6,𝐦,4,𝑚,4,𝒎,4,𝓂,4,𝓶,4,𝔪,4,𝕞,4,𝖒,4,𝗆,4,𝗺,4,𝘮,4,𝙢,4,𝚖,4
n,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,,4,,4,ₙ,4,ⁿ,4,,4,,0,,4,ｎ,4,,4,,4,,6,,6,,6,,6,𝐧,4,𝑛,4,𝒏,4,𝓃,4,𝓷,4,𝔫,4,𝕟,4,𝖓,4,𝗇,4,𝗻,4,𝘯,4,𝙣,4,𝚗,4
o,,0,о,0,օ,0,,0,ᴏ,0,,0,,0,,0,,0,,4,,4,,4,,4,,4,,4,,0,,4,ｏ,4,,4,,4,,6,,6,,6,,6,𝐨,4,𝑜,4,𝒐,4,,4,𝓸,4,𝔬,4,𝕠,4,𝖔,4,𝗈,4,𝗼,4,𝘰,4,𝙤,4,𝚘,4
p,,0,р,0,,0,,0,,0,,0,,0,,0,,0,,4,,4,,4,ₚ,4,,4,,4,,0,,4,ｐ,4,,4,,4,,6,,6,,6,,6,𝐩,4,𝑝,4,𝒑,4,𝓅,4,𝓹,4,𝔭,4,𝕡,4,𝖕,4,𝗉,4,𝗽,4,𝘱,4,𝙥,4,𝚙,4
q,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,,4,,4,,4,,4,,4,,0,,4,ｑ,4,,4,,4,,6,,6,,6,,6,𝐪,4,𝑞,4,𝒒,4,𝓆,4,𝓺,4,𝔮,4,𝕢,4,𝖖,4,𝗊,4,𝗾,4,𝘲,4,𝙦,4,𝚚,4
r,,0,,0,,0,,0,,0,,0,,0,,0,,0,ᵣ,4,,4,,4,,4,,4,,4,,0,,4,ｒ,4,,4,,4,,6,,6,,6,,6,𝐫,4,𝑟,4,𝒓,4,𝓇,4,𝓻,4,𝔯,4,𝕣,4,𝖗,4,𝗋,4,𝗿,4,𝘳,4,𝙧,4,𝚛,4
s,,0,ѕ,0,,0,,0,,0,,0,,0,,0,,0,,4,,4,,4,ₛ,4,,4,,4,,0,,4,ｓ,4,,4,,4,,6,,6,,6,,6,𝐬,4,𝑠,4,𝒔,4,𝓈,4,𝓼,4,𝔰,4,𝕤,4,𝖘,4,𝗌,4,𝘀,4,𝘴,4,𝙨,4,𝚜,4
t,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,,4,,4,ₜ,4,,4,,4,,0,,4,ｔ,4,,4,,4,,6,,6,,6,,6,𝐭,4,𝑡,4,𝒕,4,𝓉,4,𝓽,4,𝔱,4,𝕥,4,𝖙,4,𝗍,4,𝘁,4,𝘵,4,𝙩,4,𝚝,4
u,,0,,0,ս,0,,0,,0,,0,,0,,0,,0,ᵤ,4,,4,,4,,4,,4,,4,,0,,4,ｕ,4,,4,,4,,6,,6,,6,,6,𝐮,4,𝑢,4,𝒖,4,𝓊,4,𝓾,4,𝔲,4,𝕦,4,𝖚,4,𝗎,4,𝘂,4,𝘶,4,𝙪,4,𝚞,4
v,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,,4,,4,,4,,4,,4,,0,,4,ｖ,4,,4,,4,,6,,6,,6,,6,𝐯,4,𝑣,4,𝒗,4,𝓋,4,𝓿,4,𝔳,4,𝕧,4,𝖛,4,𝗏,4,𝘃,4,𝘷,4,𝙫,4,𝚟,4
w,,0,ԝ,0,,0,,0,,0,,0,,0,,0,,0,,4,,4,,4,,4,,4,,4,,0,,4,ｗ,4,,4,,4,,6,,6,,6,,6,𝐰,4,𝑤,4,𝒘,4,𝓌,4,𝔀,4,𝔴,4,𝕨,4,𝖜,4,𝗐,4,𝘄,4,𝘸,4,𝙬,4,𝚠,4
x,,0,х,0,,0,,0,,0,,0,,0,,0,,0,,4,,4,,4,ₓ,4,,4,,4,,0,,4,ｘ,4,,4,,4,,6,,6,,6,,6,𝐱,4,𝑥,4,𝒙,4,𝓍,4,𝔁,4,𝔵,4,𝕩,4,𝖝,4,𝗑,4,𝘅,4,𝘹,4,𝙭,4,𝚡,4
y,,0,у,0,,0,,0,,0,,0,,0,,0,,0,,4,,4,,4,,4,,4,,4,,0,ꭹ,4,ｙ,4,,4,,4,,6,,6,,6,,6,𝐲,4,𝑦,4,𝒚,4,𝓎,4,𝔂,4,𝔶,4,𝕪,4,𝖞,4,𝗒,4,𝘆,4,𝘺,4,𝙮,4,𝚢,4
z,,0,,0,,0,,0,ᴢ,0,,0,ꓜ,0,,0,,0,,4,,4,ᶻ,4,,4,,4,,4,,0,,4,ｚ,4,,4,,4,,6,,6,,6,,6,𝐳,4,𝑧,4,𝒛,4,𝓏,4,𝔃,4,𝔷,4,𝕫,4,𝖟,4,𝗓,4,𝘇,4,𝘻,4,𝙯,4,𝚣,4
